"Store,Dept,Date,Predicted_Weekly_Sales"
"13,23,2013-06-07,26878.918"
"13,23,2013-06-14,27311.54"
"13,23,2013-06-21,27142.441"
"13,23,2013-06-28,27462.59"
"13,23,2013-07-05,26697.246"
"13,23,2013-07-12,25540.229"
"13,23,2013-07-19,25413.574"
"13,23,2013-07-26,25413.574"
"13,24,2012-11-02,11614.65"
"13,24,2012-11-09,11489.999"
"13,24,2012-11-16,11262.909"
"13,24,2012-11-23,16147.92"
"13,24,2012-11-30,15124.82"
"13,24,2012-12-07,14566.27"
"13,24,2012-12-14,15947.384"
"13,24,2012-12-21,18994.49"
"13,24,2012-12-28,9706.965"
"13,24,2013-01-04,7192.013"
"13,24,2013-01-11,7130.926"
"13,24,2013-01-18,7130.926"
"13,24,2013-01-25,7120.3257"
"13,24,2013-02-01,9927.297"
"13,24,2013-02-08,10461.101"
"13,24,2013-02-15,10142.146"
"13,24,2013-02-22,9780.024"
"13,24,2013-03-01,9719.91"
"13,24,2013-03-08,10006.45"
"13,24,2013-03-15,10363.579"
"13,24,2013-03-22,10328.952"
"13,24,2013-03-29,9834.11"
"13,24,2013-04-05,10365.518"
"13,24,2013-04-12,10002.868"
"13,24,2013-04-19,9606.277"
"13,24,2013-04-26,10084.408"
"13,24,2013-05-03,9754.726"
"13,24,2013-05-10,9692.689"
"13,24,2013-05-17,9439.814"
"13,24,2013-05-24,9692.689"
"13,24,2013-05-31,9667.996"
"13,24,2013-06-07,9457.768"
"13,24,2013-06-14,9696.673"
"13,24,2013-06-21,9527.575"
"13,24,2013-06-28,9274.287"
"13,24,2013-07-05,9276.095"
"13,24,2013-07-12,9562.8545"
"13,24,2013-07-19,9436.2"
"13,24,2013-07-26,9436.2"
"13,25,2012-11-02,13196.814"
"13,25,2012-11-09,13072.163"
"13,25,2012-11-16,12845.073"
"13,25,2012-11-23,17730.08"
"13,25,2012-11-30,16706.98"
"13,25,2012-12-07,16148.433"
"13,25,2012-12-14,17529.55"
"13,25,2012-12-21,20576.654"
"13,25,2012-12-28,11289.128"
"13,25,2013-01-04,9264.133"
"13,25,2013-01-11,9203.045"
"13,25,2013-01-18,9203.045"
"13,25,2013-01-25,9192.445"
"13,25,2013-02-01,11999.416"
"13,25,2013-02-08,12418.871"
"13,25,2013-02-15,12214.266"
"13,25,2013-02-22,11852.144"
"13,25,2013-03-01,11792.029"
"13,25,2013-03-08,12078.569"
"13,25,2013-03-15,12435.698"
"13,25,2013-03-22,12401.071"
"13,25,2013-03-29,11906.2295"
"13,25,2013-04-05,12437.637"
"13,25,2013-04-12,12074.987"
"13,25,2013-04-19,11678.396"
"13,25,2013-04-26,12156.527"
"13,25,2013-05-03,11515.129"
"13,25,2013-05-10,11453.093"
"13,25,2013-05-17,11200.218"
"13,25,2013-05-24,11453.093"
"13,25,2013-05-31,11428.399"
"13,25,2013-06-07,11218.171"
"13,25,2013-06-14,11457.076"
"13,25,2013-06-21,11287.979"
"13,25,2013-06-28,11034.69"
"13,25,2013-07-05,11036.498"
"13,25,2013-07-12,11323.258"
"13,25,2013-07-19,11196.604"
"13,25,2013-07-26,11196.604"
"13,26,2012-11-02,12643.36"
"13,26,2012-11-09,12518.709"
"13,26,2012-11-16,12448.901"
"13,26,2012-11-23,16748.57"
"13,26,2012-11-30,15882.755"
"13,26,2012-12-07,15391.661"
"13,26,2012-12-14,16772.775"
"13,26,2012-12-21,19437.498"
"13,26,2012-12-28,10301.852"
"13,26,2013-01-04,9247.715"
"13,26,2013-01-11,9186.627"
"13,26,2013-01-18,9186.627"
"13,26,2013-01-25,9176.027"
"13,26,2013-02-01,11603.244"
"13,26,2013-02-08,12022.699"
"13,26,2013-02-15,11818.094"
"13,26,2013-02-22,11455.972"
"13,26,2013-03-01,11395.857"
"13,26,2013-03-08,11682.397"
"13,26,2013-03-15,11882.244"
"13,26,2013-03-22,11847.617"
"13,26,2013-03-29,11510.058"
"13,26,2013-04-05,11884.183"
"13,26,2013-04-12,11521.533"
"13,26,2013-04-19,11282.225"
"13,26,2013-04-26,11603.073"
"13,26,2013-05-03,11186.414"
"13,26,2013-05-10,11124.378"
"13,26,2013-05-17,10871.503"
"13,26,2013-05-24,11124.378"
"13,26,2013-05-31,11099.685"
"13,26,2013-06-07,10889.456"
"13,26,2013-06-14,11128.361"
"13,26,2013-06-21,10959.264"
"13,26,2013-06-28,10705.976"
"13,26,2013-07-05,10707.783"
"13,26,2013-07-12,10994.543"
"13,26,2013-07-19,10867.889"
"13,26,2013-07-26,10867.889"
"13,27,2012-11-02,4640.894"
"13,27,2012-11-09,4516.2427"
"13,27,2012-11-16,4446.4355"
"13,27,2012-11-23,7545.382"
"13,27,2012-11-30,7656.5596"
"13,27,2012-12-07,7679.4634"
"13,27,2012-12-14,9535.819"
"13,27,2012-12-21,12691.607"
"13,27,2012-12-28,3919.0552"
"13,27,2013-01-04,1976.4017"
"13,27,2013-01-11,1915.3138"
"13,27,2013-01-18,1915.3138"
"13,27,2013-01-25,1904.7141"
"13,27,2013-02-01,3963.72"
"13,27,2013-02-08,4279.6436"
"13,27,2013-02-15,4178.572"
"13,27,2013-02-22,3816.447"
"13,27,2013-03-01,3649.6558"
"13,27,2013-03-08,4042.8743"
"13,27,2013-03-15,4136.0435"
"13,27,2013-03-22,3694.0964"
"13,27,2013-03-29,3870.5337"
"13,27,2013-04-05,4244.6597"
"13,27,2013-04-12,3882.0088"
"13,27,2013-04-19,3642.7004"
"13,27,2013-04-26,3963.5488"
"13,27,2013-05-03,4187.921"
"13,27,2013-05-10,4125.886"
"13,27,2013-05-17,3766.3337"
"13,27,2013-05-24,4125.886"
"13,27,2013-05-31,4101.1934"
"13,27,2013-06-07,3890.963"
"13,27,2013-06-14,3615.874"
"13,27,2013-06-21,3960.7727"
"13,27,2013-06-28,3600.8076"
"13,27,2013-07-05,3709.2898"
"13,27,2013-07-12,3996.0535"
"13,27,2013-07-19,3869.399"
"13,27,2013-07-26,3869.399"
"13,28,2012-11-02,4430.689"
"13,28,2012-11-09,4306.0376"
"13,28,2012-11-16,4236.2305"
"13,28,2012-11-23,7335.1777"
"13,28,2012-11-30,7446.355"
"13,28,2012-12-07,7469.259"
"13,28,2012-12-14,9325.614"
"13,28,2012-12-21,12481.402"
"13,28,2012-12-28,3708.85"
"13,28,2013-01-04,1766.1968"
"13,28,2013-01-11,1705.1089"
"13,28,2013-01-18,1705.1089"
"13,28,2013-01-25,1694.509"
"13,28,2013-02-01,3753.5144"
"13,28,2013-02-08,4069.4377"
"13,28,2013-02-15,3968.366"
"13,28,2013-02-22,3606.2412"
"13,28,2013-03-01,3439.451"
"13,28,2013-03-08,3832.6687"
"13,28,2013-03-15,3925.8384"
"13,28,2013-03-22,3483.8914"
"13,28,2013-03-29,3660.3284"
"13,28,2013-04-05,4034.4539"
"13,28,2013-04-12,3671.8042"
"13,28,2013-04-19,3432.495"
"13,28,2013-04-26,3753.3433"
"13,28,2013-05-03,3977.716"
"13,28,2013-05-10,3915.6816"
"13,28,2013-05-17,3556.1292"
"13,28,2013-05-24,3915.6816"
"13,28,2013-05-31,3890.9885"
"13,28,2013-06-07,3680.758"
"13,28,2013-06-14,3405.6694"
"13,28,2013-06-21,3750.568"
"13,28,2013-06-28,3390.603"
"13,28,2013-07-05,3499.0852"
"13,28,2013-07-12,3785.8489"
"13,28,2013-07-19,3659.1943"
"13,28,2013-07-26,3659.1943"
"13,29,2012-11-02,7353.917"
"13,29,2012-11-09,7229.2656"
"13,29,2012-11-16,7159.4585"
"13,29,2012-11-23,10015.872"
"13,29,2012-11-30,10127.05"
"13,29,2012-12-07,10149.953"
"13,29,2012-12-14,11761.783"
"13,29,2012-12-21,14917.571"
"13,29,2012-12-28,6567.494"
"13,29,2013-01-04,4689.4253"
"13,29,2013-01-11,4628.3374"
"13,29,2013-01-18,4628.3374"
"13,29,2013-01-25,4617.7373"
"13,29,2013-02-01,6676.7437"
"13,29,2013-02-08,6992.667"
"13,29,2013-02-15,6891.595"
"13,29,2013-02-22,6529.4707"
"13,29,2013-03-01,6362.68"
"13,29,2013-03-08,6755.898"
"13,29,2013-03-15,6849.067"
"13,29,2013-03-22,6407.1206"
"13,29,2013-03-29,6583.5576"
"13,29,2013-04-05,6957.683"
"13,29,2013-04-12,6595.0327"
"13,29,2013-04-19,6355.7246"
"13,29,2013-04-26,6676.5728"
"13,29,2013-05-03,6689.6895"
"13,29,2013-05-10,6627.655"
"13,29,2013-05-17,6268.1025"
"13,29,2013-05-24,6627.655"
"13,29,2013-05-31,6602.9614"
"13,29,2013-06-07,6392.732"
"13,29,2013-06-14,6117.6426"
"13,29,2013-06-21,6462.5415"
"13,29,2013-06-28,6102.576"
"13,29,2013-07-05,6211.059"
"13,29,2013-07-12,6497.8213"
"13,29,2013-07-19,6371.167"
"13,29,2013-07-26,6371.167"
"13,30,2012-11-02,6742.3228"
"13,30,2012-11-09,6617.6714"
"13,30,2012-11-16,6547.8643"
"13,30,2012-11-23,9204.939"
"13,30,2012-11-30,9515.454"
"13,30,2012-12-07,9538.357"
"13,30,2012-12-14,11150.1875"
"13,30,2012-12-21,14305.976"
"13,30,2012-12-28,5612.954"
"13,30,2013-01-04,4077.8303"
"13,30,2013-01-11,4016.7422"
"13,30,2013-01-18,4016.7422"
"13,30,2013-01-25,4006.1423"
"13,30,2013-02-01,6065.149"
"13,30,2013-02-08,6381.0723"
"13,30,2013-02-15,6280.0005"
"13,30,2013-02-22,5917.876"
"13,30,2013-03-01,5751.0854"
"13,30,2013-03-08,6144.303"
"13,30,2013-03-15,6237.472"
"13,30,2013-03-22,5795.526"
"13,30,2013-03-29,5971.963"
"13,30,2013-04-05,6346.0884"
"13,30,2013-04-12,5983.438"
"13,30,2013-04-19,5744.13"
"13,30,2013-04-26,6064.978"
"13,30,2013-05-03,6078.0947"
"13,30,2013-05-10,6016.06"
"13,30,2013-05-17,5656.508"
"13,30,2013-05-24,6016.06"
"13,30,2013-05-31,5991.3667"
"13,30,2013-06-07,5781.137"
"13,30,2013-06-14,5506.048"
"13,30,2013-06-21,5850.947"
"13,30,2013-06-28,5490.9814"
"13,30,2013-07-05,5599.4644"
"13,30,2013-07-12,5886.2266"
"13,30,2013-07-19,5759.5723"
"13,30,2013-07-26,5759.5723"
"13,31,2012-11-02,6502.451"
"13,31,2012-11-09,6377.8"
"13,31,2012-11-16,6307.9927"
"13,31,2012-11-23,8965.066"
"13,31,2012-11-30,9275.581"
"13,31,2012-12-07,9298.484"
"13,31,2012-12-14,10910.314"
"13,31,2012-12-21,14066.103"
"13,31,2012-12-28,5373.081"
"13,31,2013-01-04,3837.9585"
"13,31,2013-01-11,3776.8708"
"13,31,2013-01-18,3776.8708"
"13,31,2013-01-25,3766.271"
"13,31,2013-02-01,5825.2773"
"13,31,2013-02-08,6141.2007"
"13,31,2013-02-15,6040.129"
"13,31,2013-02-22,5678.0044"
"13,31,2013-03-01,5511.214"
"13,31,2013-03-08,5904.4316"
"13,31,2013-03-15,5997.6006"
"13,31,2013-03-22,5555.6543"
"13,31,2013-03-29,5732.0913"
"13,31,2013-04-05,6106.217"
"13,31,2013-04-12,5743.5664"
"13,31,2013-04-19,5504.2583"
"13,31,2013-04-26,5825.1064"
"13,31,2013-05-03,5838.222"
"13,31,2013-05-10,5776.1875"
"13,31,2013-05-17,5416.6353"
"13,31,2013-05-24,5776.1875"
"13,31,2013-05-31,5751.494"
"13,31,2013-06-07,5541.2646"
"13,31,2013-06-14,5266.1753"
"13,31,2013-06-21,5611.074"
"13,31,2013-06-28,5251.109"
"13,31,2013-07-05,5359.592"
"13,31,2013-07-12,5646.354"
"13,31,2013-07-19,5519.6997"
"13,31,2013-07-26,5519.6997"
"13,32,2012-11-02,10264.756"
"13,32,2012-11-09,10140.1045"
"13,32,2012-11-16,10070.297"
"13,32,2012-11-23,13206.412"
"13,32,2012-11-30,12662.302"
"13,32,2012-12-07,12350.493"
"13,32,2012-12-14,14515.777"
"13,32,2012-12-21,17671.564"
"13,32,2012-12-28,10136.009"
"13,32,2013-01-04,7007.9434"
"13,32,2013-01-11,6946.856"
"13,32,2013-01-18,6946.856"
"13,32,2013-01-25,6936.256"
"13,32,2013-02-01,8995.264"
"13,32,2013-02-08,9311.187"
"13,32,2013-02-15,9210.113"
"13,32,2013-02-22,8847.991"
"13,32,2013-03-01,8878.093"
"13,32,2013-03-08,9074.417"
"13,32,2013-03-15,9364.4795"
"13,32,2013-03-22,8927.414"
"13,32,2013-03-29,8902.077"
"13,32,2013-04-05,9276.202"
"13,32,2013-04-12,8913.553"
"13,32,2013-04-19,8674.244"
"13,32,2013-04-26,8995.093"
"13,32,2013-05-03,8687.424"
"13,32,2013-05-10,8625.388"
"13,32,2013-05-17,8462.727"
"13,32,2013-05-24,8625.388"
"13,32,2013-05-31,8600.694"
"13,32,2013-06-07,8489.061"
"13,32,2013-06-14,8415.743"
"13,32,2013-06-21,8558.868"
"13,32,2013-06-28,8395.795"
"13,32,2013-07-05,8307.387"
"13,32,2013-07-12,8495.553"
"13,32,2013-07-19,8368.898"
"13,32,2013-07-26,8368.898"
"13,33,2012-11-02,10264.756"
"13,33,2012-11-09,10140.1045"
"13,33,2012-11-16,10070.297"
"13,33,2012-11-23,13206.412"
"13,33,2012-11-30,12662.302"
"13,33,2012-12-07,12350.493"
"13,33,2012-12-14,14515.777"
"13,33,2012-12-21,17671.564"
"13,33,2012-12-28,10136.009"
"13,33,2013-01-04,7007.9434"
"13,33,2013-01-11,6946.856"
"13,33,2013-01-18,6946.856"
"13,33,2013-01-25,6936.256"
"13,33,2013-02-01,8995.264"
"13,33,2013-02-08,9311.187"
"13,33,2013-02-15,9210.113"
"13,33,2013-02-22,8847.991"
"13,33,2013-03-01,8878.093"
"13,33,2013-03-08,9074.417"
"13,33,2013-03-15,9364.4795"
"13,33,2013-03-22,8927.414"
"13,33,2013-03-29,8902.077"
"13,33,2013-04-05,9276.202"
"13,33,2013-04-12,8913.553"
"13,33,2013-04-19,8674.244"
"13,33,2013-04-26,8995.093"
"13,33,2013-05-03,8687.424"
"13,33,2013-05-10,8625.388"
"13,33,2013-05-17,8462.727"
"13,33,2013-05-24,8625.388"
"13,33,2013-05-31,8600.694"
"13,33,2013-06-07,8489.061"
"13,33,2013-06-14,8415.743"
"13,33,2013-06-21,8558.868"
"13,33,2013-06-28,8395.795"
"13,33,2013-07-05,8307.387"
"13,33,2013-07-12,8495.553"
"13,33,2013-07-19,8368.898"
"13,33,2013-07-26,8368.898"
"13,34,2012-11-02,17642.404"
"13,34,2012-11-09,17517.752"
"13,34,2012-11-16,17447.943"
"13,34,2012-11-23,17283.648"
"13,34,2012-11-30,16739.54"
"13,34,2012-12-07,16427.732"
"13,34,2012-12-14,17021.717"
"13,34,2012-12-21,20177.506"
"13,34,2012-12-28,12720.565"
"13,34,2013-01-04,14884.868"
"13,34,2013-01-11,14823.78"
"13,34,2013-01-18,14823.78"
"13,34,2013-01-25,14813.18"
"13,34,2013-02-01,16872.186"
"13,34,2013-02-08,16688.838"
"13,34,2013-02-15,17087.035"
"13,34,2013-02-22,16724.914"
"13,34,2013-03-01,16755.016"
"13,34,2013-03-08,16951.34"
"13,34,2013-03-15,17300.35"
"13,34,2013-03-22,16804.338"
"13,34,2013-03-29,16779.0"
"13,34,2013-04-05,17212.07"
"13,34,2013-04-12,16849.424"
"13,34,2013-04-19,16551.166"
"13,34,2013-04-26,16930.963"
"13,34,2013-05-03,15602.714"
"13,34,2013-05-10,15540.678"
"13,34,2013-05-17,15378.019"
"13,34,2013-05-24,15540.678"
"13,34,2013-05-31,15515.984"
"13,34,2013-06-07,15426.1045"
"13,34,2013-06-14,15352.787"
"13,34,2013-06-21,15495.912"
"13,34,2013-06-28,15332.84"
"13,34,2013-07-05,15244.432"
"13,34,2013-07-12,15351.895"
"13,34,2013-07-19,15225.24"
"13,34,2013-07-26,15225.24"
"13,35,2012-11-02,5739.5493"
"13,35,2012-11-09,5614.898"
"13,35,2012-11-16,5545.091"
"13,35,2012-11-23,7847.971"
"13,35,2012-11-30,7828.709"
"13,35,2012-12-07,7516.9014"
"13,35,2012-12-14,8992.346"
"13,35,2012-12-21,11746.912"
"13,35,2012-12-28,4691.1934"
"13,35,2013-01-04,2895.4795"
"13,35,2013-01-11,2834.3916"
"13,35,2013-01-18,2834.3916"
"13,35,2013-01-25,2823.7917"
"13,35,2013-02-01,4882.7983"
"13,35,2013-02-08,5274.715"
"13,35,2013-02-15,5097.65"
"13,35,2013-02-22,4735.5254"
"13,35,2013-03-01,4765.6274"
"13,35,2013-03-08,4961.9526"
"13,35,2013-03-15,5310.9624"
"13,35,2013-03-22,4814.949"
"13,35,2013-03-29,4789.6123"
"13,35,2013-04-05,5222.686"
"13,35,2013-04-12,4860.0356"
"13,35,2013-04-19,4561.7793"
"13,35,2013-04-26,4941.5757"
"13,35,2013-05-03,5379.408"
"13,35,2013-05-10,5317.3735"
"13,35,2013-05-17,5234.724"
"13,35,2013-05-24,5397.384"
"13,35,2013-05-31,5372.6904"
"13,35,2013-06-07,5282.8105"
"13,35,2013-06-14,5209.495"
"13,35,2013-06-21,5352.62"
"13,35,2013-06-28,5189.5474"
"13,35,2013-07-05,5101.1377"
"13,35,2013-07-12,5107.075"
"13,35,2013-07-19,4980.421"
"13,35,2013-07-26,4817.9497"
"13,36,2012-11-02,5564.731"
"13,36,2012-11-09,5440.0796"
"13,36,2012-11-16,5370.2725"
"13,36,2012-11-23,7847.971"
"13,36,2012-11-30,7828.709"
"13,36,2012-12-07,7516.9014"
"13,36,2012-12-14,8992.346"
"13,36,2012-12-21,11746.912"
"13,36,2012-12-28,4691.1934"
"13,36,2013-01-04,2748.6355"
"13,36,2013-01-11,2687.5476"
"13,36,2013-01-18,2687.5476"
"13,36,2013-01-25,2676.9478"
"13,36,2013-02-01,4735.954"
"13,36,2013-02-08,5127.8706"
"13,36,2013-02-15,4950.8057"
"13,36,2013-02-22,4588.681"
"13,36,2013-03-01,4618.783"
"13,36,2013-03-08,4815.1084"
"13,36,2013-03-15,5164.118"
"13,36,2013-03-22,4668.105"
"13,36,2013-03-29,4642.768"
"13,36,2013-04-05,5075.842"
"13,36,2013-04-12,4713.1914"
"13,36,2013-04-19,4414.935"
"13,36,2013-04-26,4794.7314"
"13,36,2013-05-03,5232.564"
"13,36,2013-05-10,5170.5293"
"13,36,2013-05-17,5169.996"
"13,36,2013-05-24,5332.656"
"13,36,2013-05-31,5307.9624"
"13,36,2013-06-07,5218.0825"
"13,36,2013-06-14,5144.767"
"13,36,2013-06-21,5287.892"
"13,36,2013-06-28,5124.8193"
"13,36,2013-07-05,5036.4097"
"13,36,2013-07-12,5042.347"
"13,36,2013-07-19,4915.693"
"13,36,2013-07-26,4643.1313"
"13,37,2012-11-02,5720.681"
"13,37,2012-11-09,5596.03"
"13,37,2012-11-16,5526.2227"
"13,37,2012-11-23,7847.971"
"13,37,2012-11-30,7828.709"
"13,37,2012-12-07,7516.9014"
"13,37,2012-12-14,8992.346"
"13,37,2012-12-21,11746.912"
"13,37,2012-12-28,4691.1934"
"13,37,2013-01-04,3431.347"
"13,37,2013-01-11,3370.259"
"13,37,2013-01-18,3370.259"
"13,37,2013-01-25,3066.0117"
"13,37,2013-02-01,4735.954"
"13,37,2013-02-08,5127.8706"
"13,37,2013-02-15,4950.8057"
"13,37,2013-02-22,4588.681"
"13,37,2013-03-01,4618.783"
"13,37,2013-03-08,4815.1084"
"13,37,2013-03-15,5164.118"
"13,37,2013-03-22,4668.105"
"13,37,2013-03-29,4642.768"
"13,37,2013-04-05,5075.842"
"13,37,2013-04-12,4713.1914"
"13,37,2013-04-19,4723.971"
"13,37,2013-04-26,4794.7314"
"13,37,2013-05-03,5232.564"
"13,37,2013-05-10,5170.5293"
"13,37,2013-05-17,5169.996"
"13,37,2013-05-24,5332.656"
"13,37,2013-05-31,5307.9624"
"13,37,2013-06-07,5218.0825"
"13,37,2013-06-14,5144.767"
"13,37,2013-06-21,5287.892"
"13,37,2013-06-28,5124.8193"
"13,37,2013-07-05,5036.4097"
"13,37,2013-07-12,5042.347"
"13,37,2013-07-19,4915.693"
"13,37,2013-07-26,4799.0815"
"13,38,2012-11-02,77513.63"
"13,38,2012-11-09,77784.12"
"13,38,2012-11-16,77784.12"
"13,38,2012-11-23,73442.2"
"13,38,2012-11-30,73422.945"
"13,38,2012-12-07,74309.61"
"13,38,2012-12-14,71094.77"
"13,38,2012-12-21,73849.35"
"13,38,2012-12-28,68392.125"
"13,38,2013-01-04,79408.0"
"13,38,2013-01-11,80900.54"
"13,38,2013-01-18,79657.78"
"13,38,2013-01-25,79353.53"
"13,38,2013-02-01,75623.09"
"13,38,2013-02-08,74111.99"
"13,38,2013-02-15,74579.92"
"13,38,2013-02-22,75867.41"
"13,38,2013-03-01,75897.51"
"13,38,2013-03-08,74835.81"
"13,38,2013-03-15,73284.63"
"13,38,2013-03-22,75946.836"
"13,38,2013-03-29,74663.48"
"13,38,2013-04-05,74203.96"
"13,38,2013-04-12,73228.84"
"13,38,2013-04-19,74742.95"
"13,38,2013-04-26,72915.25"
"13,38,2013-05-03,72913.09"
"13,38,2013-05-10,72522.35"
"13,38,2013-05-17,72436.266"
"13,38,2013-05-24,72522.35"
"13,38,2013-05-31,72749.8"
"13,38,2013-06-07,72484.35"
"13,38,2013-06-14,72663.19"
"13,38,2013-06-21,72554.17"
"13,38,2013-06-28,72391.1"
"13,38,2013-07-05,72302.67"
"13,38,2013-07-12,72410.16"
"13,38,2013-07-19,72854.19"
"13,38,2013-07-26,72854.19"
"13,40,2012-11-02,72459.87"
"13,40,2012-11-09,72730.35"
"13,40,2012-11-16,72730.35"
"13,40,2012-11-23,68388.45"
"13,40,2012-11-30,68369.195"
"13,40,2012-12-07,69255.86"
"13,40,2012-12-14,62867.215"
"13,40,2012-12-21,65621.78"
"13,40,2012-12-28,57688.977"
"13,40,2013-01-04,65414.887"
"13,40,2013-01-11,65353.797"
"13,40,2013-01-18,65501.383"
"13,40,2013-01-25,64480.67"
"13,40,2013-02-01,63736.086"
"13,40,2013-02-08,63408.848"
"13,40,2013-02-15,63202.992"
"13,40,2013-02-22,63306.605"
"13,40,2013-03-01,63336.707"
"13,40,2013-03-08,63458.875"
"13,40,2013-03-15,61907.7"
"13,40,2013-03-22,63321.684"
"13,40,2013-03-29,63286.535"
"13,40,2013-04-05,62827.027"
"13,40,2013-04-12,61851.914"
"13,40,2013-04-19,62117.81"
"13,40,2013-04-26,61538.312"
"13,40,2013-05-03,60469.57"
"13,40,2013-05-10,60272.45"
"13,40,2013-05-17,59992.734"
"13,40,2013-05-24,60272.45"
"13,40,2013-05-31,60499.895"
"13,40,2013-06-07,60040.816"
"13,40,2013-06-14,60219.637"
"13,40,2013-06-21,60110.625"
"13,40,2013-06-28,59947.55"
"13,40,2013-07-05,59859.145"
"13,40,2013-07-12,59966.61"
"13,40,2013-07-19,60604.293"
"13,40,2013-07-26,60604.293"
"13,41,2012-11-02,6160.32"
"13,41,2012-11-09,6064.131"
"13,41,2012-11-16,6064.131"
"13,41,2012-11-23,7634.9"
"13,41,2012-11-30,7615.637"
"13,41,2012-12-07,7560.2"
"13,41,2012-12-14,9062.402"
"13,41,2012-12-21,11816.969"
"13,41,2012-12-28,4784.8555"
"13,41,2013-01-04,2834.9763"
"13,41,2013-01-11,2773.8884"
"13,41,2013-01-18,2599.2231"
"13,41,2013-01-25,2539.5015"
"13,41,2013-02-01,3614.3735"
"13,41,2013-02-08,3768.1357"
"13,41,2013-02-15,3755.0686"
"13,41,2013-02-22,3650.5334"
"13,41,2013-03-01,3595.4817"
"13,41,2013-03-08,3802.8044"
"13,41,2013-03-15,4035.305"
"13,41,2013-03-22,3665.611"
"13,41,2013-03-29,3630.4644"
"13,41,2013-04-05,3980.562"
"13,41,2013-04-12,3697.994"
"13,41,2013-04-19,3646.732"
"13,41,2013-04-26,3751.072"
"13,41,2013-05-03,4035.0205"
"13,41,2013-05-10,4010.607"
"13,41,2013-05-17,3828.9734"
"13,41,2013-05-24,4010.607"
"13,41,2013-05-31,3882.113"
"13,41,2013-06-07,3962.2124"
"13,41,2013-06-14,3785.0964"
"13,41,2013-06-21,4032.0222"
"13,41,2013-06-28,3783.7961"
"13,41,2013-07-05,3780.5396"
"13,41,2013-07-12,3888.0051"
"13,41,2013-07-19,3619.8325"
"13,41,2013-07-26,3619.8325"
"13,42,2012-11-02,9308.31"
"13,42,2012-11-09,9212.12"
"13,42,2012-11-16,9212.12"
"13,42,2012-11-23,10561.158"
"13,42,2012-11-30,10541.895"
"13,42,2012-12-07,10519.34"
"13,42,2012-12-14,11465.139"
"13,42,2012-12-21,14219.705"
"13,42,2012-12-28,7187.5894"
"13,42,2013-01-04,6485.5176"
"13,42,2013-01-11,6424.4297"
"13,42,2013-01-18,6249.7646"
"13,42,2013-01-25,6190.043"
"13,42,2013-02-01,7486.647"
"13,42,2013-02-08,7640.4087"
"13,42,2013-02-15,7627.3423"
"13,42,2013-02-22,7522.807"
"13,42,2013-03-01,7467.7554"
"13,42,2013-03-08,7675.078"
"13,42,2013-03-15,7685.8457"
"13,42,2013-03-22,7537.8853"
"13,42,2013-03-29,7502.738"
"13,42,2013-04-05,7852.835"
"13,42,2013-04-12,7348.535"
"13,42,2013-04-19,7297.2744"
"13,42,2013-04-26,7401.613"
"13,42,2013-05-03,7098.5073"
"13,42,2013-05-10,7074.0938"
"13,42,2013-05-17,6892.46"
"13,42,2013-05-24,7074.0938"
"13,42,2013-05-31,6945.5996"
"13,42,2013-06-07,7025.7"
"13,42,2013-06-14,6848.584"
"13,42,2013-06-21,7095.51"
"13,42,2013-06-28,6847.283"
"13,42,2013-07-05,6844.0273"
"13,42,2013-07-12,6951.4917"
"13,42,2013-07-19,6683.3193"
"13,42,2013-07-26,6683.3193"
"13,44,2012-11-02,9233.253"
"13,44,2012-11-09,9137.063"
"13,44,2012-11-16,9137.063"
"13,44,2012-11-23,10486.102"
"13,44,2012-11-30,10466.838"
"13,44,2012-12-07,10444.283"
"13,44,2012-12-14,11390.082"
"13,44,2012-12-21,14144.648"
"13,44,2012-12-28,7112.533"
"13,44,2013-01-04,6172.339"
"13,44,2013-01-11,6111.251"
"13,44,2013-01-18,5936.586"
"13,44,2013-01-25,5876.8643"
"13,44,2013-02-01,7173.4683"
"13,44,2013-02-08,7327.23"
"13,44,2013-02-15,7314.1636"
"13,44,2013-02-22,7209.6284"
"13,44,2013-03-01,7154.5767"
"13,44,2013-03-08,7361.8994"
"13,44,2013-03-15,7372.667"
"13,44,2013-03-22,7224.7065"
"13,44,2013-03-29,7189.559"
"13,44,2013-04-05,7539.6562"
"13,44,2013-04-12,7035.3564"
"13,44,2013-04-19,6984.0957"
"13,44,2013-04-26,7088.434"
"13,44,2013-05-03,6785.3286"
"13,44,2013-05-10,6760.915"
"13,44,2013-05-17,6579.2812"
"13,44,2013-05-24,6760.915"
"13,44,2013-05-31,6632.421"
"13,44,2013-06-07,6712.5215"
"13,44,2013-06-14,6535.4053"
"13,44,2013-06-21,6782.331"
"13,44,2013-06-28,6534.1045"
"13,44,2013-07-05,6530.8486"
"13,44,2013-07-12,6638.313"
"13,44,2013-07-19,6370.1406"
"13,44,2013-07-26,6370.1406"
"13,45,2012-11-02,5089.4653"
"13,45,2012-11-09,4993.2764"
"13,45,2012-11-16,4993.2764"
"13,45,2012-11-23,6342.3125"
"13,45,2012-11-30,6323.05"
"13,45,2012-12-07,6782.6333"
"13,45,2012-12-14,8109.593"
"13,45,2012-12-21,10864.157"
"13,46,2012-11-02,33530.83"
"13,46,2012-11-09,33434.637"
"13,46,2012-11-16,33434.637"
"13,46,2012-11-23,34783.67"
"13,46,2012-11-30,34764.41"
"13,46,2012-12-07,33857.965"
